id,name,model,dateOfCreation,color,price
7960,Audi,C-Class,1999-06-22,LightSeaGreen,7466.82
7961,Ford,F-150,2013-02-18,LawnGreen,59652.93
7962,Volkswagen,Model S,2007-04-17,AliceBlue,68118.92
7963,Volkswagen,Silverado,2001-08-08,Sienna,11141.62
7964,Nissan,Silverado,1996-02-22,Teal,75707.93
7965,Chevrolet,Golf,2016-05-14,PaleGreen,15693.26
7966,Tesla,Altima,2001-09-20,DarkGreen,43985.64
7967,Honda,A4,2013-02-24,MediumPurple,12032.81
7968,Toyota,Altima,2021-06-19,AliceBlue,29145.4
7969,Nissan,F-150,2018-04-11,SandyBrown,23814.66
7970,BMW,Altima,1999-08-06,Orange,6569.11
7971,Audi,3 Series,1999-12-28,Thistle,24059.84
7972,Toyota,A4,2001-06-20,Linen,32214.89
7973,Nissan,3 Series,2010-06-06,Aquamarine,18271.1
7974,Volkswagen,A4,2017-06-13,LightCyan,46453.74
7975,Tesla,A4,2021-11-17,LightSlateGray,27426.51
7976,Mercedes-Benz,Altima,2009-01-28,MediumBlue,47088.9
7977,Toyota,Corolla,2023-07-22,SpringGreen,62642.77
7978,Tesla,Model S,1997-04-01,DarkOrchid,48350.5
7979,Toyota,C-Class,2013-02-20,RoyalBlue,27013.15
7980,Ford,3 Series,2006-10-30,SlateGray,26311.18
7981,Tesla,Corolla,2005-11-21,LightSeaGreen,67416.88
7982,Tesla,C-Class,2017-11-12,Ivory,8255.43
7983,Toyota,Golf,2022-03-19,Red,22692.16
7984,Audi,Corolla,2010-10-10,LightGreen,47368.9
7985,Chevrolet,A4,2016-02-03,BlueViolet,78254.41
7986,Volkswagen,Golf,2009-05-23,Yellow,62256.21
7987,Chevrolet,3 Series,2001-06-24,Turquoise,46017.72
7988,Chevrolet,F-150,2005-12-06,Lavender,9378.52
7989,Audi,Silverado,2001-05-19,Black,53325.5
7990,Ford,Silverado,2016-01-19,Salmon,66417.26
7991,Mercedes-Benz,Golf,2020-12-15,DarkRed,29578.63
7992,Tesla,A4,1996-08-14,LightSalmon,58376.57
7993,Honda,Altima,2006-02-03,Pink,14569.91
7994,Volkswagen,Altima,2012-06-15,SpringGreen,39763.05
7995,Toyota,Model S,2008-10-18,LightSlateGray,8999.39
7996,Mercedes-Benz,Silverado,2009-04-21,Orchid,37460.16
7997,Honda,C-Class,2021-08-24,SkyBlue,55620.51
7998,BMW,Altima,1999-02-03,BlanchedAlmond,60522.9
7999,Volkswagen,Civic,2001-09-01,DimGray,55306.1
8000,Tesla,A4,2000-03-22,DarkGoldenRod,48086.67
8001,Nissan,Civic,2005-09-19,DarkSalmon,73441.05
8002,Nissan,3 Series,2018-01-22,Linen,37690.38
8003,Honda,F-150,2022-08-22,SteelBlue,48834.04
8004,Audi,C-Class,2013-11-19,Cornsilk,31482.23
8005,Nissan,Civic,2009-08-10,NavajoWhite,15061.59
8006,Volkswagen,F-150,2018-09-09,Gray,53572.6
8007,BMW,Golf,1997-11-04,DarkKhaki,47895.14
8008,Ford,Silverado,2012-07-13,YellowGreen,74479.28
8009,Honda,Model S,2005-03-15,MediumSeaGreen,50452.81
8010,Honda,F-150,2023-05-22,Yellow,79530.67
8011,Volkswagen,3 Series,2004-10-05,DarkViolet,19202.54
8012,Audi,Altima,1999-04-04,SandyBrown,24099.61
8013,Honda,Golf,2008-03-06,Linen,44603.43
8014,Chevrolet,Corolla,2022-05-30,Gold,13448.3
8015,Chevrolet,Golf,1997-02-26,YellowGreen,58885.62
8016,Tesla,Silverado,2001-02-21,WhiteSmoke,74113.5
8017,Toyota,F-150,2009-08-14,LightSlateGray,33976.14
8018,Audi,F-150,1995-08-30,FireBrick,61326.57
8019,Nissan,3 Series,2005-11-10,LightGreen,21636.11
8020,Toyota,Model S,1996-02-24,LavenderBlush,54725.77
8021,Honda,Silverado,2006-02-23,DarkOrchid,10314.69
8022,Tesla,Civic,2010-12-07,Silver,58579.64
8023,Mercedes-Benz,Corolla,2017-09-14,PaleTurquoise,50282.1
8024,Ford,F-150,1996-04-19,Azure,35472.0
8025,Toyota,F-150,1999-04-17,Orange,16855.11
8026,Ford,Civic,2011-02-19,DarkMagenta,35712.39
8027,Honda,Altima,2006-06-18,LavenderBlush,43484.45
8028,BMW,Silverado,2023-06-13,MediumSlateBlue,63705.52
8029,Mercedes-Benz,3 Series,2002-03-13,Lavender,22206.56
8030,Toyota,A4,2023-07-26,Turquoise,51506.32
8031,BMW,A4,2000-12-10,DarkCyan,11707.9
8032,Toyota,3 Series,1999-02-27,DarkOliveGreen,25601.33
8033,BMW,Altima,2020-09-15,SaddleBrown,79399.63
8034,Ford,C-Class,2014-04-12,SaddleBrown,16588.95
8035,Honda,Civic,1999-03-15,CadetBlue,17770.32
8036,Honda,Model S,2015-06-17,HoneyDew,68577.22
8037,Volkswagen,3 Series,2011-01-12,GoldenRod,76119.91
8038,Toyota,Corolla,2017-08-16,DarkKhaki,17200.55
8039,Ford,Golf,2019-08-19,DarkOrange,23663.8
8040,Volkswagen,Model S,2019-02-24,LavenderBlush,28442.74
8041,Audi,Model S,1994-04-22,Thistle,20270.46
8042,Nissan,Golf,2004-09-29,Maroon,54991.88
8043,Audi,F-150,1998-10-25,LightSeaGreen,17293.74
8044,Nissan,Golf,2021-11-28,SpringGreen,67153.84
8045,Honda,C-Class,1994-11-23,IndianRed,79727.71
8046,Volkswagen,F-150,2006-08-21,Salmon,8117.5
8047,Tesla,3 Series,2012-05-19,Aquamarine,73844.47
8048,Chevrolet,Model S,2017-06-29,Moccasin,60791.87
8049,Toyota,A4,1995-03-12,Crimson,19624.61
8050,Toyota,Altima,1996-03-14,SlateGray,62461.65
8051,Nissan,3 Series,1996-03-03,LightCoral,68606.24
8052,Audi,C-Class,2009-10-11,LightGray,5319.48
8053,Audi,A4,2003-04-24,SandyBrown,59461.71
8054,Mercedes-Benz,C-Class,2018-02-21,AntiqueWhite,54848.63
8055,Mercedes-Benz,Model S,2007-12-12,LawnGreen,34612.52
8056,Audi,3 Series,2001-09-08,DarkOrange,41056.01
8057,Nissan,C-Class,2021-10-12,DarkSlateGray,39186.63
8058,Chevrolet,A4,1999-04-11,SandyBrown,30876.71
8059,Mercedes-Benz,A4,2020-12-06,LightSteelBlue,16950.38
8060,Toyota,3 Series,2018-10-06,MediumSeaGreen,73313.17
8061,Honda,C-Class,1999-12-28,RosyBrown,34359.71
8062,Nissan,C-Class,2002-05-16,MediumSpringGreen,45896.33
8063,Ford,3 Series,2023-07-26,RoyalBlue,19525.45
8064,Chevrolet,F-150,2006-09-01,Olive,78649.16
8065,Volkswagen,C-Class,1995-08-30,SpringGreen,67142.21
8066,Volkswagen,3 Series,1994-09-07,DarkGray,54365.15
8067,Tesla,Model S,2006-07-22,Thistle,23495.62
8068,Volkswagen,Golf,2010-12-12,Navy,53507.93
8069,Tesla,A4,2012-06-25,YellowGreen,62298.18
8070,Ford,Civic,2023-05-26,Silver,45340.88
8071,Mercedes-Benz,C-Class,2000-10-27,Tan,46755.83
8072,Tesla,Altima,2017-12-16,DarkGoldenRod,61417.24
8073,Chevrolet,Silverado,1997-05-13,LightCoral,70527.9
8074,Volkswagen,C-Class,2012-10-19,OliveDrab,70892.75
8075,Tesla,A4,1997-06-27,Coral,54628.75
8076,BMW,F-150,2008-03-27,PapayaWhip,28383.61
8077,Honda,Corolla,2014-08-23,Navy,52012.75
8078,BMW,F-150,2006-10-31,MediumPurple,38175.07
8079,Mercedes-Benz,A4,2019-04-28,DarkCyan,44031.15
8080,Mercedes-Benz,Silverado,2017-12-18,Chartreuse,65496.57
8081,Audi,Altima,2007-01-10,SeaGreen,18659.34
8082,Audi,F-150,2012-12-25,MediumTurquoise,50883.59
8083,Ford,Silverado,2017-03-16,Moccasin,57635.55
8084,Nissan,F-150,2012-03-09,Snow,23863.83
8085,Mercedes-Benz,Altima,2003-04-03,Purple,79772.88
8086,Volkswagen,3 Series,2001-10-10,LightPink,53567.51
8087,Mercedes-Benz,Corolla,2014-08-07,NavajoWhite,13182.1
8088,Audi,F-150,2016-04-04,YellowGreen,11386.38
8089,Volkswagen,F-150,2010-01-02,BlanchedAlmond,68938.57
8090,Chevrolet,Silverado,2017-03-23,Azure,79185.81
8091,Mercedes-Benz,Civic,2021-11-30,LightSalmon,44479.55
8092,Toyota,F-150,1994-05-15,Tan,79248.56
8093,Volkswagen,Silverado,2000-02-15,Peru,47613.35
8094,Nissan,C-Class,2014-01-24,MintCream,35994.88
8095,Tesla,Civic,2022-06-12,SandyBrown,29271.73
8096,Audi,3 Series,2019-12-22,DarkOrchid,27104.58
8097,Mercedes-Benz,Altima,2004-03-06,Yellow,61497.39
8098,Honda,A4,2012-08-09,SlateBlue,40142.29
8099,BMW,Corolla,2020-11-04,LightSkyBlue,45401.88
8100,Tesla,F-150,2002-07-22,WhiteSmoke,61597.93
8101,Chevrolet,A4,2021-02-23,Aqua,38799.08
8102,BMW,Corolla,2002-09-25,Chocolate,52274.06
8103,Volkswagen,3 Series,2017-06-20,Gray,73379.32
8104,Chevrolet,Model S,2001-08-29,LightGreen,79672.69
8105,Chevrolet,F-150,2017-03-05,SlateBlue,36340.04
8106,Nissan,3 Series,2008-11-14,LightSeaGreen,26342.59
8107,BMW,3 Series,2023-01-13,MediumBlue,14176.96
8108,Toyota,Civic,1998-02-09,Fuchsia,36467.28
8109,Nissan,Corolla,2010-01-03,Blue,48407.13
8110,Volkswagen,A4,2003-06-28,Olive,14334.49
8111,Ford,Corolla,2015-10-26,Fuchsia,18949.31
8112,Mercedes-Benz,Corolla,2019-03-31,DimGray,62558.16
8113,Ford,A4,2008-01-13,Cornsilk,23932.74
8114,BMW,A4,2012-10-20,MediumSpringGreen,27473.67
8115,Honda,Corolla,1998-04-05,DarkViolet,21069.54
8116,Nissan,A4,2017-07-25,DarkSalmon,25587.96
8117,BMW,Corolla,2001-01-26,Tomato,32199.88
8118,Nissan,Model S,2006-11-19,Brown,43214.49
8119,Honda,Golf,2011-06-28,MistyRose,49138.27
8120,Mercedes-Benz,Silverado,2001-04-24,LightSteelBlue,76602.74
8121,Toyota,C-Class,2001-12-16,DarkBlue,31795.54
8122,Volkswagen,Model S,2010-08-12,HoneyDew,57962.05
8123,Honda,Silverado,2006-11-29,Beige,34272.92
8124,Volkswagen,C-Class,1999-02-03,CadetBlue,45096.1
8125,Ford,A4,2009-11-25,MediumVioletRed,77672.47
8126,Toyota,F-150,2005-03-10,Cyan,26337.85
8127,BMW,Golf,2008-10-24,Gainsboro,47358.56
8128,Ford,Altima,1995-11-26,LightSlateGray,62688.12
8129,Nissan,Corolla,2009-04-18,Linen,42375.23
8130,Toyota,Civic,2001-10-12,Violet,60979.59
8131,Chevrolet,Altima,2018-07-18,Bisque,45695.23
8132,Nissan,Model S,2001-01-11,LightPink,35300.06
8133,Tesla,C-Class,2008-10-12,Bisque,48748.41
8134,Volkswagen,Altima,1998-12-19,Coral,62111.31
8135,BMW,3 Series,1995-03-10,Ivory,65204.04
8136,Tesla,Altima,2000-12-09,PeachPuff,42112.17
8137,Toyota,Silverado,2004-10-11,Silver,42410.75
8138,Tesla,3 Series,1999-04-01,AntiqueWhite,63133.12
8139,Nissan,Golf,2017-10-20,DarkSlateBlue,29066.64
8140,Mercedes-Benz,Civic,2017-11-16,LightGray,61378.61
8141,Toyota,C-Class,2013-01-27,Gray,46212.1
8142,BMW,Altima,2010-03-01,DarkSeaGreen,43278.46
8143,Tesla,C-Class,2008-09-09,CadetBlue,31963.54
8144,Toyota,Corolla,2008-07-10,DarkMagenta,77456.95
8145,Nissan,C-Class,2023-12-14,Turquoise,57704.95
8146,Chevrolet,Corolla,2015-12-23,DarkTurquoise,34220.37
8147,Chevrolet,A4,2014-03-09,LightGray,67373.65
8148,Tesla,F-150,2015-07-31,LightCyan,9982.11
8149,Chevrolet,Silverado,2023-02-09,Thistle,67128.39
8150,Toyota,Model S,2018-08-05,Navy,57185.4
8151,Mercedes-Benz,A4,2009-10-16,Bisque,16064.72
8152,Chevrolet,3 Series,2002-04-08,Violet,20278.72
8153,Toyota,Golf,1994-02-12,BlanchedAlmond,78448.35
8154,Honda,C-Class,2009-08-01,LightSteelBlue,8989.78
8155,Volkswagen,3 Series,1999-04-25,LightSlateGray,60783.59
8156,Toyota,Model S,1996-11-18,LightCoral,30364.18
8157,Ford,Civic,2008-05-26,Ivory,11812.52
8158,Honda,Civic,2005-09-30,Moccasin,77000.9
8159,Honda,3 Series,2005-01-27,MediumSlateBlue,49910.34
8160,Chevrolet,Silverado,2023-07-29,CadetBlue,43653.99
8161,Tesla,3 Series,1994-11-18,AntiqueWhite,54659.34
8162,Chevrolet,Golf,1998-07-23,DarkSeaGreen,27802.89
8163,Audi,Model S,2011-04-29,DarkTurquoise,50755.0
8164,Honda,F-150,1994-03-22,Sienna,13297.17
8165,Tesla,3 Series,2007-03-14,MediumVioletRed,7085.38
8166,Ford,Corolla,2001-02-26,BlanchedAlmond,5251.81
8167,Audi,F-150,2014-05-27,Lavender,63016.54
8168,Tesla,C-Class,2013-08-29,Lime,16921.34
8169,Toyota,Model S,2017-07-16,DimGray,72939.92
8170,Audi,F-150,2020-10-29,Turquoise,35012.82
8171,Toyota,A4,2003-10-09,White,28159.83
8172,Chevrolet,Golf,2010-01-16,MediumOrchid,74825.28
8173,Ford,C-Class,2016-01-11,DarkOliveGreen,30453.65
8174,Nissan,Golf,2016-05-23,DarkCyan,42376.98
8175,BMW,A4,2003-10-23,FireBrick,59647.98
8176,Nissan,Civic,2009-05-26,MediumSeaGreen,10140.43
8177,BMW,Altima,2018-01-23,AliceBlue,37748.53
8178,Chevrolet,C-Class,2014-09-15,Tan,18707.8
8179,BMW,F-150,2006-03-24,DimGray,44437.89
8180,Chevrolet,Civic,2019-09-16,LightGoldenRodYellow,13007.94
8181,Audi,Model S,2009-01-27,Gainsboro,64157.92
8182,Volkswagen,Golf,1998-04-01,Peru,11148.24
8183,Audi,C-Class,2016-01-24,PaleGreen,55901.24
8184,Audi,C-Class,2012-04-15,FireBrick,53776.03
8185,Ford,Corolla,2000-10-13,PaleGreen,73498.53
8186,BMW,Altima,2023-09-11,Purple,68081.06
8187,Chevrolet,F-150,2005-07-04,MediumSeaGreen,32398.53
8188,Honda,Golf,1997-02-23,AntiqueWhite,73285.94
8189,Volkswagen,Corolla,2014-12-21,Orange,36917.41
8190,Toyota,F-150,1999-11-17,AntiqueWhite,59576.75
8191,Mercedes-Benz,Silverado,2001-04-26,LawnGreen,26747.89
8192,Tesla,A4,2019-11-02,PaleTurquoise,36895.16
8193,Volkswagen,Model S,2004-11-22,DarkBlue,34022.27
8194,Tesla,A4,2011-05-13,OrangeRed,61787.48
8195,Nissan,Golf,2018-12-18,Black,64174.96
8196,Audi,Corolla,2000-01-21,LavenderBlush,61252.46
8197,Tesla,F-150,2021-08-17,Orchid,76737.96
8198,Chevrolet,3 Series,2014-05-07,SteelBlue,42709.37
8199,Tesla,Altima,2015-12-20,SlateBlue,46989.36
8200,Nissan,Model S,2022-05-01,Chartreuse,44736.65
8201,Ford,Civic,2019-07-05,Peru,75473.05
8202,Volkswagen,Altima,1995-03-26,MediumSeaGreen,40064.74
8203,BMW,A4,2014-07-22,DarkSlateGray,53348.43
8204,Nissan,Silverado,2015-01-24,Moccasin,37195.39
8205,Audi,Corolla,1997-11-28,LightSalmon,32257.16
8206,Honda,C-Class,1995-06-19,Cyan,67071.03
8207,Honda,F-150,2008-01-10,Azure,46973.21
8208,Tesla,C-Class,2012-12-17,FireBrick,78252.36
8209,Volkswagen,C-Class,2015-06-23,Chartreuse,21942.59
8210,Honda,Civic,2013-11-13,Lime,14918.62
8211,Mercedes-Benz,Silverado,2010-06-30,LightSteelBlue,31107.71
8212,BMW,Model S,2006-10-25,Tomato,11731.56
8213,BMW,Model S,2001-07-30,Gray,45803.72
8214,Tesla,Corolla,2015-03-19,CadetBlue,23433.76
8215,Nissan,Model S,1994-12-07,OliveDrab,66356.96
8216,Chevrolet,F-150,2014-09-06,LightCoral,34905.4
8217,Chevrolet,Corolla,2023-03-31,Blue,31882.82
8218,Audi,A4,2017-04-27,DarkTurquoise,52099.59
8219,Nissan,Silverado,2012-09-19,Blue,40731.32
8220,Mercedes-Benz,C-Class,2011-06-05,Navy,51225.65
8221,BMW,A4,2021-12-14,SaddleBrown,31766.45
8222,Chevrolet,3 Series,2005-12-11,SkyBlue,73110.75
8223,Audi,3 Series,2013-01-24,OrangeRed,53425.25
8224,Tesla,A4,2022-05-30,MediumOrchid,5001.49
8225,Ford,F-150,2012-01-18,Tan,49319.54
8226,Audi,3 Series,2009-03-15,Navy,65649.22
8227,Tesla,F-150,2001-02-28,GhostWhite,61528.27
8228,Ford,Silverado,2021-08-06,RosyBrown,35948.31
8229,Toyota,C-Class,2011-07-29,MidnightBlue,52868.44
8230,Audi,Model S,2006-05-07,DarkKhaki,18799.42
8231,Mercedes-Benz,Silverado,1996-09-28,SkyBlue,47136.97
8232,Toyota,3 Series,1998-11-24,Ivory,26947.81
8233,Audi,C-Class,2014-08-17,Plum,54241.06
8234,Volkswagen,Model S,2001-09-11,LightBlue,21868.77
8235,Audi,Corolla,1996-01-19,SpringGreen,21695.02
8236,Volkswagen,Golf,2005-12-26,LightSlateGray,37429.49
8237,Tesla,Civic,2021-06-05,Maroon,23576.93
8238,Volkswagen,F-150,2004-01-13,MediumPurple,15623.2
8239,Audi,Civic,2009-11-20,YellowGreen,58116.03
8240,Volkswagen,Civic,2006-10-17,Cyan,57418.89
8241,Honda,Altima,2009-02-27,Azure,32076.82
8242,Nissan,C-Class,2020-04-18,Ivory,13047.01
8243,Ford,Model S,2019-06-25,Ivory,31425.48
8244,Nissan,3 Series,1994-03-17,LightCoral,41223.97
8245,Toyota,Civic,2015-02-04,IndianRed,68243.78
8246,Ford,Golf,2001-01-04,DarkRed,56283.41
8247,Tesla,Golf,2010-11-14,DarkSlateBlue,37025.7
8248,Honda,Corolla,2001-03-31,CornflowerBlue,59417.94
8249,Chevrolet,3 Series,1996-08-23,MediumBlue,53666.55
8250,Volkswagen,Altima,2000-03-10,YellowGreen,21681.72
8251,Volkswagen,Civic,2005-08-28,Orange,55908.9
8252,Nissan,Altima,2020-12-11,Turquoise,61215.44
8253,Audi,Golf,1997-09-12,AntiqueWhite,74348.67
8254,Ford,3 Series,2015-09-17,DarkTurquoise,30779.24
8255,Tesla,Corolla,1996-05-15,MediumSlateBlue,76835.55
8256,Toyota,Altima,2000-10-22,PaleVioletRed,24731.37
8257,Chevrolet,Model S,2005-11-17,SeaShell,79866.87
8258,Tesla,C-Class,2013-02-18,LightSkyBlue,21433.43
8259,Volkswagen,Golf,2000-05-28,SeaShell,39630.25
8260,Ford,Altima,2005-02-08,LightPink,68589.63
8261,Ford,Altima,1995-02-03,PaleGreen,44844.68
8262,Mercedes-Benz,C-Class,2007-09-08,WhiteSmoke,75442.54
8263,Nissan,C-Class,1997-07-11,Purple,31287.86
8264,Audi,Corolla,2023-01-11,OliveDrab,57965.47
8265,Audi,C-Class,2003-12-12,Black,10171.14
8266,Volkswagen,Silverado,1996-09-06,SeaGreen,28928.02
8267,Chevrolet,Corolla,1999-12-06,DarkViolet,66249.47
8268,Audi,3 Series,1999-03-11,OliveDrab,12339.28
8269,Volkswagen,A4,1995-12-15,DarkCyan,70318.0
8270,Tesla,3 Series,2011-02-15,SteelBlue,76047.05
8271,Honda,Model S,2004-06-10,LightCyan,78026.87
8272,Tesla,Altima,2013-04-27,OliveDrab,75906.26
8273,Toyota,3 Series,1994-12-31,DarkOliveGreen,72512.82
8274,Audi,Golf,2020-06-17,Snow,23299.02
8275,Audi,Golf,2006-12-04,Indigo,8213.46
8276,Audi,Silverado,1998-10-08,Plum,56170.52
8277,Chevrolet,3 Series,2016-05-06,Gold,43403.5
8278,Chevrolet,Civic,2023-10-14,LightSkyBlue,42282.68
8279,Tesla,A4,2008-03-15,Lavender,55062.87
8280,Nissan,A4,2002-08-23,Plum,62950.42
8281,Honda,Model S,2013-01-27,DarkBlue,6150.13
8282,Tesla,F-150,2003-06-23,MediumOrchid,50392.21
8283,Nissan,Altima,2008-01-29,MediumBlue,21551.87
8284,Nissan,F-150,2009-06-30,DodgerBlue,38349.25
8285,Tesla,Model S,2017-02-11,OrangeRed,74705.9
8286,Nissan,A4,2014-12-11,SaddleBrown,77455.54
8287,Mercedes-Benz,C-Class,2023-03-27,Fuchsia,38699.47
8288,Volkswagen,A4,1997-10-29,MediumSeaGreen,25385.54
8289,Chevrolet,C-Class,2009-06-05,Green,8120.52
8290,Honda,Civic,2021-01-06,Pink,9740.25
8291,Tesla,Corolla,2009-07-25,LightSteelBlue,22179.8
8292,BMW,Civic,2009-03-02,SlateBlue,23187.69
8293,Toyota,Altima,2023-01-09,GreenYellow,60419.4
8294,Mercedes-Benz,C-Class,2016-03-21,YellowGreen,14113.58
8295,Ford,Altima,2018-05-22,Chartreuse,72852.79
8296,Honda,Silverado,2017-01-07,DeepSkyBlue,17258.6
8297,Ford,Golf,2020-06-11,LightSlateGray,65737.68
8298,Tesla,C-Class,2021-10-10,Maroon,64865.3
8299,Honda,Silverado,1998-03-19,DarkSlateBlue,60383.39
8300,BMW,Altima,2014-03-17,DeepSkyBlue,54761.19
8301,Audi,Silverado,2005-04-14,Lavender,20047.25
8302,Chevrolet,3 Series,2020-03-23,PeachPuff,29723.44
8303,Toyota,Golf,2023-08-19,DarkGoldenRod,12419.93
8304,Chevrolet,F-150,2002-12-17,GoldenRod,63084.97
8305,Volkswagen,Altima,1994-10-26,PaleVioletRed,20682.0
8306,Audi,3 Series,2005-08-29,MediumBlue,11153.77
8307,Chevrolet,A4,2019-12-21,GhostWhite,47574.87
8308,BMW,A4,2000-08-18,BlanchedAlmond,36977.84
8309,Volkswagen,F-150,2003-07-23,Silver,76298.85
8310,Nissan,Golf,2015-09-09,Coral,51545.98
8311,Ford,Altima,1995-11-10,SteelBlue,74952.96
8312,Nissan,C-Class,1994-08-24,MediumSpringGreen,38494.65
8313,Toyota,F-150,2004-06-15,IndianRed,58622.62
8314,Volkswagen,Model S,1996-02-19,LightYellow,53504.91
8315,Toyota,Model S,1995-01-15,Lavender,53388.62
8316,Tesla,Civic,2022-05-27,DarkOliveGreen,7710.82
8317,Audi,Corolla,2004-08-17,LemonChiffon,8776.11
8318,Audi,3 Series,2012-05-31,DodgerBlue,63492.06
8319,Volkswagen,3 Series,1995-12-04,Gold,66842.23
8320,Volkswagen,Model S,2000-01-24,DarkOliveGreen,64250.4
8321,Toyota,Corolla,2011-02-18,LawnGreen,40602.61
8322,Nissan,C-Class,1994-03-26,DarkGreen,38718.51
8323,Ford,Model S,2007-03-13,Khaki,77862.4
8324,BMW,Silverado,2012-09-09,LightSalmon,71330.23
8325,Volkswagen,Altima,1998-03-16,Indigo,16773.71
8326,Nissan,Altima,2018-07-01,ForestGreen,50748.65
8327,Volkswagen,Model S,2012-06-22,Cyan,26495.27
8328,Nissan,3 Series,2020-04-23,Orange,37906.16
8329,Mercedes-Benz,Civic,2003-10-24,Yellow,10180.41
8330,Toyota,Silverado,2014-03-02,DodgerBlue,62324.81
8331,Chevrolet,F-150,1999-08-29,Purple,68914.74
8332,Honda,F-150,1999-02-07,White,56644.18
8333,Tesla,Golf,2010-03-19,Violet,42532.66
8334,Mercedes-Benz,Model S,2022-03-22,FloralWhite,73434.05
8335,Chevrolet,Golf,2019-05-06,RoyalBlue,15526.36
8336,Audi,C-Class,2018-05-21,LavenderBlush,20259.94
8337,Audi,F-150,2001-06-28,LightBlue,12562.39
8338,Toyota,Corolla,2023-05-19,PaleVioletRed,13552.78
8339,Tesla,Silverado,2003-09-05,Khaki,43455.56
8340,Chevrolet,3 Series,2006-07-10,White,74362.65
8341,BMW,A4,1996-12-10,Sienna,47542.05
8342,Mercedes-Benz,A4,2007-10-08,Coral,46217.48
8343,Toyota,Silverado,2016-12-17,HotPink,51913.06
8344,Audi,A4,1999-05-28,WhiteSmoke,37006.98
8345,Toyota,F-150,2002-08-05,Cornsilk,29347.04
8346,Toyota,C-Class,2003-01-27,Gold,74462.81
8347,Mercedes-Benz,F-150,2002-05-22,LightSeaGreen,45408.41
8348,Chevrolet,C-Class,2001-04-03,HotPink,33463.75
8349,Nissan,Model S,2020-02-05,Cornsilk,30491.19
8350,Ford,Altima,2012-05-18,Violet,66175.19
8351,Honda,C-Class,2014-10-24,Olive,65138.73
8352,Nissan,Civic,1996-11-19,LemonChiffon,72889.3
8353,Mercedes-Benz,Model S,1999-07-01,SteelBlue,64584.94
8354,Ford,Golf,2004-05-08,Peru,29458.77
8355,Volkswagen,F-150,2016-09-22,IndianRed,55974.55
8356,Toyota,Model S,2006-12-30,MediumAquaMarine,25559.7
8357,Nissan,A4,2014-12-10,LimeGreen,58759.39
8358,Mercedes-Benz,C-Class,1996-06-19,MediumOrchid,11708.74
8359,Chevrolet,Altima,2004-04-28,MediumTurquoise,42910.39
8360,Nissan,Corolla,2020-03-22,DarkOrange,40222.53
8361,Nissan,A4,2015-09-30,MediumSlateBlue,30764.45
8362,Nissan,Altima,2016-04-28,Cyan,40991.15
8363,Ford,Golf,2006-10-29,DarkSeaGreen,10403.64
8364,Volkswagen,C-Class,1997-08-18,MistyRose,48601.72
8365,Mercedes-Benz,Altima,2005-06-08,YellowGreen,43830.82
8366,Honda,C-Class,2015-01-31,Aqua,43951.45
8367,Toyota,Altima,2023-06-13,DodgerBlue,26283.48
8368,Ford,A4,2020-03-18,SeaGreen,62265.2
8369,Volkswagen,Altima,2018-02-16,MistyRose,49146.16
8370,Audi,Model S,2021-09-03,LightGoldenRodYellow,7515.0
8371,BMW,Corolla,2018-04-16,DarkSlateBlue,46040.79
8372,BMW,A4,2023-07-08,MediumBlue,38788.45
8373,Ford,A4,1994-07-30,White,18857.11
8374,Mercedes-Benz,Altima,2023-05-03,DarkViolet,58714.77
8375,Ford,Altima,2010-12-04,CornflowerBlue,46919.31
8376,Volkswagen,Civic,2000-03-01,SeaGreen,32045.38
8377,BMW,Model S,2004-11-17,SaddleBrown,27763.55
8378,BMW,Altima,2023-10-16,DarkSeaGreen,58601.38
8379,Tesla,Civic,1998-07-05,SkyBlue,75538.74
8380,Tesla,F-150,1995-10-06,SlateBlue,48986.35
8381,Mercedes-Benz,Silverado,2000-09-01,Cornsilk,73569.24
8382,Audi,Altima,2018-10-14,IndianRed,64063.9
8383,Chevrolet,Silverado,2001-12-20,Moccasin,53573.95
8384,Chevrolet,C-Class,2005-05-27,LightSalmon,12066.92
8385,Honda,C-Class,2017-03-05,RoyalBlue,47550.62
8386,Toyota,C-Class,2007-12-17,Turquoise,32624.94
8387,Honda,F-150,2023-05-12,DarkCyan,15470.8
8388,Nissan,Model S,1996-10-23,MintCream,70144.86
8389,Honda,Golf,2007-05-24,Aqua,48304.64
8390,Tesla,Altima,2015-10-20,Snow,58110.2
8391,Toyota,Civic,2019-02-12,Teal,71086.59
8392,BMW,F-150,1995-03-17,Red,33698.73
8393,Chevrolet,Civic,2002-08-22,MediumSlateBlue,44958.13
8394,Audi,Altima,2009-11-18,Coral,40373.27
8395,Mercedes-Benz,Altima,1996-03-18,SeaShell,46230.64
8396,Nissan,Civic,2023-03-12,DarkCyan,26860.05
8397,Chevrolet,Silverado,2001-05-21,FireBrick,21710.93
8398,Ford,C-Class,2023-01-24,Fuchsia,51311.78
8399,Ford,Model S,2018-03-01,PowderBlue,18951.89
8400,Mercedes-Benz,Silverado,1995-04-02,RoyalBlue,48850.75
8401,Volkswagen,3 Series,2005-08-04,MistyRose,38652.08
8402,Nissan,C-Class,2000-01-18,Tan,56973.93
8403,Honda,Civic,2018-05-10,Indigo,13695.0
8404,Chevrolet,C-Class,2013-06-16,LightPink,63335.55
